system,run,tenant_id,offered_work,completed_iterations,t_start_epoch_s,first_progress_s,slowdown,normalized_progress,mult_min,mult_p50,mult_max,iters_sin_espera,longest_no_progress_s,correctness,multiplicadores
baremetal,run_baremetal_n8_r1,1,poses=65536;prot=938;lig=26,10,1785142908,1.474,7.831,0.1277,4.99,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,5.0 7.9 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r1,2,poses=65536;prot=938;lig=26,10,1785142908,0.584,7.953,0.1257,1.98,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r1,3,poses=65536;prot=938;lig=26,10,1785142908,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r1,4,poses=65536;prot=938;lig=26,10,1785142908,1.767,7.831,0.1277,5.98,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r1,5,poses=65536;prot=938;lig=26,10,1785142908,2.059,7.831,0.1277,6.97,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r1,6,poses=65536;prot=938;lig=26,10,1785142908,1.179,7.83,0.1277,3.99,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r1,7,poses=65536;prot=938;lig=26,10,1785142908,0.887,7.829,0.1277,3.0,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,3.0 7.9 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r1,8,poses=65536;prot=938;lig=26,10,1785142908,0.594,7.829,0.1277,2.01,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 7.9 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r2,1,poses=65536;prot=938;lig=26,10,1785142932,1.77,7.707,0.1297,5.99,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r2,2,poses=65536;prot=938;lig=26,10,1785142932,0.878,7.952,0.1257,2.97,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r2,3,poses=65536;prot=938;lig=26,10,1785142932,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r2,4,poses=65536;prot=938;lig=26,10,1785142932,1.184,7.955,0.1257,4.01,7.95,7.97,0,2.059,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r2,5,poses=65536;prot=938;lig=26,10,1785142932,0.588,7.952,0.1258,1.99,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,2.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r2,6,poses=65536;prot=938;lig=26,10,1785142932,2.063,7.707,0.1297,5.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r2,7,poses=65536;prot=938;lig=26,10,1785142932,0.892,7.953,0.1257,3.02,7.95,7.97,0,2.057,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r2,8,poses=65536;prot=938;lig=26,10,1785142932,1.477,7.706,0.1298,5.0,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r3,1,poses=65536;prot=938;lig=26,10,1785142956,1.77,7.707,0.1297,5.99,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r3,2,poses=65536;prot=938;lig=26,10,1785142956,2.063,7.707,0.1297,5.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r3,3,poses=65536;prot=938;lig=26,10,1785142956,0.894,7.953,0.1257,3.03,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r3,4,poses=65536;prot=938;lig=26,10,1785142956,0.587,7.952,0.1258,1.99,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,2.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r3,5,poses=65536;prot=938;lig=26,10,1785142956,0.297,7.952,0.1258,1.01,7.95,7.96,1,2.055,valid=true;max_diff_%=0.014,1.0 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r3,6,poses=65536;prot=938;lig=26,10,1785142956,1.189,7.83,0.1277,4.02,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r3,7,poses=65536;prot=938;lig=26,10,1785142956,1.477,7.706,0.1298,5.0,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r3,8,poses=65536;prot=938;lig=26,10,1785142956,0.881,7.952,0.1257,2.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r4,1,poses=65536;prot=938;lig=26,10,1785142980,1.183,7.581,0.1319,4.01,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal,run_baremetal_n8_r4,2,poses=65536;prot=938;lig=26,10,1785142980,0.297,7.951,0.1258,1.01,7.95,7.96,1,2.055,valid=true;max_diff_%=0.014,1.0 4.0 7.9 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r4,3,poses=65536;prot=938;lig=26,10,1785142980,1.768,7.583,0.1319,4.99,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal,run_baremetal_n8_r4,4,poses=65536;prot=938;lig=26,10,1785142980,1.476,7.582,0.1319,4.98,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal,run_baremetal_n8_r4,5,poses=65536;prot=938;lig=26,10,1785142980,0.584,7.952,0.1258,1.98,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r4,6,poses=65536;prot=938;lig=26,10,1785142980,0.87,7.953,0.1257,2.95,7.95,7.97,0,2.057,valid=true;max_diff_%=0.014,2.9 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r4,7,poses=65536;prot=938;lig=26,10,1785142980,1.16,7.953,0.1257,3.93,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,3.9 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r4,8,poses=65536;prot=938;lig=26,10,1785142980,2.063,7.582,0.1319,4.99,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal,run_baremetal_n8_r5,1,poses=65536;prot=938;lig=26,10,1785143004,2.062,7.707,0.1297,5.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r5,2,poses=65536;prot=938;lig=26,10,1785143004,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r5,3,poses=65536;prot=938;lig=26,10,1785143004,0.584,7.952,0.1258,1.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,2.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r5,4,poses=65536;prot=938;lig=26,10,1785143004,0.891,7.829,0.1277,3.02,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r5,5,poses=65536;prot=938;lig=26,10,1785143004,1.77,7.707,0.1297,5.99,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal,run_baremetal_n8_r5,6,poses=65536;prot=938;lig=26,10,1785143004,0.878,7.952,0.1257,2.97,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal,run_baremetal_n8_r5,7,poses=65536;prot=938;lig=26,10,1785143004,1.186,7.83,0.1277,4.02,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal,run_baremetal_n8_r5,8,poses=65536;prot=938;lig=26,10,1785143004,1.478,7.706,0.1298,5.0,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal_mps,run_baremetal_mps_n8_r1,1,poses=65536;prot=938;lig=26,10,1785288223,2.063,7.707,0.1297,5.98,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal_mps,run_baremetal_mps_n8_r1,2,poses=65536;prot=938;lig=26,10,1785288223,0.892,7.953,0.1257,3.02,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r1,3,poses=65536;prot=938;lig=26,10,1785288223,0.58,7.952,0.1257,1.96,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,2.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r1,4,poses=65536;prot=938;lig=26,10,1785288223,1.477,7.706,0.1298,5.0,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal_mps,run_baremetal_mps_n8_r1,5,poses=65536;prot=938;lig=26,10,1785288223,0.872,7.952,0.1257,2.95,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r1,6,poses=65536;prot=938;lig=26,10,1785288223,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r1,7,poses=65536;prot=938;lig=26,10,1785288223,1.77,7.707,0.1297,5.99,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 6.0
baremetal_mps,run_baremetal_mps_n8_r1,8,poses=65536;prot=938;lig=26,10,1785288223,1.184,7.955,0.1257,4.01,7.95,7.97,0,2.059,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,1,poses=65536;prot=938;lig=26,10,1785288247,0.301,7.953,0.1257,1.02,7.95,7.96,1,2.055,valid=true;max_diff_%=0.014,1.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,2,poses=65536;prot=938;lig=26,10,1785288247,1.177,7.955,0.1257,3.99,7.95,7.97,0,2.059,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,3,poses=65536;prot=938;lig=26,10,1785288247,1.472,7.954,0.1257,4.98,7.95,7.98,0,2.061,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,4,poses=65536;prot=938;lig=26,10,1785288247,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,5,poses=65536;prot=938;lig=26,10,1785288247,2.059,7.955,0.1257,6.97,7.95,7.98,0,2.062,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,6,poses=65536;prot=938;lig=26,10,1785288247,0.886,7.953,0.1257,3.0,7.95,7.97,0,2.057,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,7,poses=65536;prot=938;lig=26,10,1785288247,1.764,7.956,0.1257,5.98,7.95,7.99,0,2.063,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r2,8,poses=65536;prot=938;lig=26,10,1785288247,0.596,7.952,0.1257,2.02,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,1,poses=65536;prot=938;lig=26,10,1785288271,0.884,7.953,0.1257,2.99,7.95,7.97,0,2.057,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,2,poses=65536;prot=938;lig=26,10,1785288271,1.177,7.954,0.1257,3.99,7.95,7.97,0,2.059,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,3,poses=65536;prot=938;lig=26,10,1785288271,2.057,7.955,0.1257,6.97,7.95,7.98,0,2.062,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,4,poses=65536;prot=938;lig=26,10,1785288271,1.764,7.955,0.1257,5.97,7.95,7.98,0,2.062,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,5,poses=65536;prot=938;lig=26,10,1785288271,0.59,7.953,0.1257,2.0,7.95,7.96,0,2.056,valid=true;max_diff_%=0.014,2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,6,poses=65536;prot=938;lig=26,10,1785288271,1.47,7.955,0.1257,4.98,7.95,7.98,0,2.06,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,7,poses=65536;prot=938;lig=26,10,1785288271,0.297,7.952,0.1258,1.01,7.95,7.96,1,2.054,valid=true;max_diff_%=0.014,1.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r3,8,poses=65536;prot=938;lig=26,10,1785288271,0.296,7.951,0.1258,1.0,7.95,7.96,1,2.055,valid=true;max_diff_%=0.014,1.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r4,1,poses=65536;prot=938;lig=26,10,1785288295,1.768,7.584,0.1319,4.99,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal_mps,run_baremetal_mps_n8_r4,2,poses=65536;prot=938;lig=26,10,1785288295,0.588,7.952,0.1258,1.99,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r4,3,poses=65536;prot=938;lig=26,10,1785288295,1.476,7.582,0.1319,4.98,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal_mps,run_baremetal_mps_n8_r4,4,poses=65536;prot=938;lig=26,10,1785288295,2.063,7.583,0.1319,4.99,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal_mps,run_baremetal_mps_n8_r4,5,poses=65536;prot=938;lig=26,10,1785288295,0.882,7.953,0.1257,2.99,7.95,7.97,0,2.057,valid=true;max_diff_%=0.014,3.0 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r4,6,poses=65536;prot=938;lig=26,10,1785288295,1.172,7.953,0.1257,3.97,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r4,7,poses=65536;prot=938;lig=26,10,1785288295,0.297,7.952,0.1258,1.01,7.95,7.96,1,2.055,valid=true;max_diff_%=0.014,1.0 4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r4,8,poses=65536;prot=938;lig=26,10,1785288295,1.183,7.581,0.1319,4.01,7.95,7.97,0,2.058,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 5.0
baremetal_mps,run_baremetal_mps_n8_r5,1,poses=65536;prot=938;lig=26,10,1785288319,0.592,7.829,0.1277,2.01,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal_mps,run_baremetal_mps_n8_r5,2,poses=65536;prot=938;lig=26,10,1785288319,2.06,7.831,0.1277,6.97,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal_mps,run_baremetal_mps_n8_r5,3,poses=65536;prot=938;lig=26,10,1785288319,1.18,7.83,0.1277,3.99,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,4.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal_mps,run_baremetal_mps_n8_r5,4,poses=65536;prot=938;lig=26,10,1785288319,0.885,7.829,0.1277,3.0,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,3.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal_mps,run_baremetal_mps_n8_r5,5,poses=65536;prot=938;lig=26,10,1785288319,0.582,7.953,0.1257,1.97,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r5,6,poses=65536;prot=938;lig=26,10,1785288319,0.297,7.951,0.1258,1.01,7.95,7.95,1,2.053,valid=true;max_diff_%=0.014,1.0 2.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0
baremetal_mps,run_baremetal_mps_n8_r5,7,poses=65536;prot=938;lig=26,10,1785288319,1.472,7.831,0.1277,4.99,7.95,7.96,0,2.055,valid=true;max_diff_%=0.014,5.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
baremetal_mps,run_baremetal_mps_n8_r5,8,poses=65536;prot=938;lig=26,10,1785288319,1.767,7.831,0.1277,5.98,7.95,7.96,0,2.054,valid=true;max_diff_%=0.014,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,1,poses=65536;prot=938;lig=26,10,1785288396,0.295,2.375,0.421,1.0,1.5,5.0,5,1.181,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 3.0 2.0 3.0 5.0 1.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,2,poses=65536;prot=938;lig=26,10,1785288395,0.295,1.001,0.9992,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,3,poses=65536;prot=938;lig=26,10,1785288396,0.886,4.874,0.2051,1.0,4.5,10.0,1,2.658,valid=true;max_diff_%=0.014,3.0 4.0 2.0 6.0 5.0 6.0 10.0 6.0 3.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,4,poses=65536;prot=938;lig=26,10,1785288397,1.476,2.5,0.4,1.0,3.0,5.0,3,1.181,valid=true;max_diff_%=0.014,5.0 3.0 4.0 4.0 2.0 1.0 4.0 3.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,5,poses=65536;prot=938;lig=26,10,1785288396,1.183,4.125,0.2425,1.0,4.0,8.0,1,2.067,valid=true;max_diff_%=0.014,4.0 4.0 1.0 8.0 6.0 6.0 4.0 2.0 3.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,6,poses=65536;prot=938;lig=26,10,1785288396,0.886,3.25,0.3077,1.0,3.0,5.0,2,1.181,valid=true;max_diff_%=0.014,3.0 3.0 4.0 3.0 5.0 1.0 5.0 5.0 1.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,7,poses=65536;prot=938;lig=26,10,1785288396,0.886,3.624,0.2759,1.0,3.5,7.0,1,1.772,valid=true;max_diff_%=0.014,3.0 4.0 2.0 5.0 3.0 2.0 7.0 4.0 1.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r1,8,poses=65536;prot=938;lig=26,10,1785288397,0.591,1.75,0.5714,1.0,1.5,5.0,5,1.181,valid=true;max_diff_%=0.014,2.0 2.0 1.0 2.0 1.0 2.0 1.0 1.0 1.0 5.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,1,poses=65536;prot=938;lig=26,10,1785288620,0.295,1.001,0.9993,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,2,poses=65536;prot=938;lig=26,10,1785288621,0.591,3.375,0.2963,2.0,3.0,5.0,0,1.182,valid=true;max_diff_%=0.014,2.0 4.0 2.0 4.0 3.0 5.0 3.0 5.0 2.0 3.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,3,poses=65536;prot=938;lig=26,10,1785288620,0.295,1.001,0.9995,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,4,poses=65536;prot=938;lig=26,10,1785288621,1.181,2.751,0.3636,1.0,3.5,5.0,3,1.182,valid=true;max_diff_%=0.014,4.0 4.0 5.0 4.0 3.0 1.0 4.0 3.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,5,poses=65536;prot=938;lig=26,10,1785288621,0.886,3.125,0.3199,1.0,3.5,6.0,2,1.477,valid=true;max_diff_%=0.014,3.0 6.0 5.0 5.0 5.0 4.0 2.0 1.0 1.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,6,poses=65536;prot=938;lig=26,10,1785288621,0.295,2.375,0.4211,1.0,1.0,7.0,6,1.772,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 2.0 1.0 3.0 3.0 7.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,7,poses=65536;prot=938;lig=26,10,1785288621,0.591,3.126,0.3199,1.0,2.5,5.0,1,1.181,valid=true;max_diff_%=0.014,2.0 2.0 3.0 3.0 1.0 5.0 5.0 2.0 4.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r10,8,poses=65536;prot=938;lig=26,10,1785288621,1.181,1.625,0.6152,1.0,1.5,4.0,5,0.886,valid=true;max_diff_%=0.014,4.0 3.0 3.0 3.0 2.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,1,poses=65536;prot=938;lig=26,10,1785288644,0.295,1.0,0.9996,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,2,poses=65536;prot=938;lig=26,10,1785288645,0.295,1.251,0.7997,1.0,1.0,2.0,8,0.296,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,3,poses=65536;prot=938;lig=26,10,1785288645,0.591,4.374,0.2286,2.0,3.5,10.0,0,2.657,valid=true;max_diff_%=0.014,2.0 3.0 2.0 4.0 3.0 4.0 5.0 5.0 2.0 10.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,4,poses=65536;prot=938;lig=26,10,1785288647,0.295,1.0,0.9996,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,5,poses=65536;prot=938;lig=26,10,1785288646,0.886,3.749,0.2667,1.0,3.0,6.0,1,1.476,valid=true;max_diff_%=0.014,3.0 3.0 5.0 5.0 3.0 6.0 2.0 2.0 1.0 6.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,6,poses=65536;prot=938;lig=26,10,1785288646,1.476,3.749,0.2667,1.0,4.5,7.0,2,1.772,valid=true;max_diff_%=0.014,5.0 4.0 6.0 1.0 6.0 5.0 2.0 2.0 1.0 7.0
ucx_gpudirect,run_ucx_gpudirect_n8_r11,7,poses=65536;prot=938;lig=26,10,1785288646,1.476,3.25,0.3077,1.0,3.0,7.0,2,1.772,valid=true;max_diff_%=0.014,5.0 6.0 5.0 7.0 3.0 3.0 3.0 1.0 3.0 1.0
