workload,system,variante,N,mode,seed,tenants_presentes,trabajo_identico,start_spread_s,tenants_exit_no_cero,tenants_incorrectos,jain_int,peor_slowdown_int,mediana_slowdown_int,ratio_lento_rapido_int,cv_int,cohort_time_int,jain_wall,peor_slowdown_wall,mediana_slowdown_wall,ratio_lento_rapido_wall,cv_wall,cohort_time_wall
babelstream,baremetal,,2,sync,00,2,True,0.0,0,0,1.0,2.242,2.237,1.004,0.0022,0.005,1.0,2.038,2.028,1.009,0.0046,21.966
babelstream,baremetal,,2,sync,01,2,True,0.0,0,0,1.0,2.245,2.243,1.002,0.001,0.005,1.0,2.038,2.038,1.0,0.0,21.966
babelstream,baremetal,,2,sync,02,2,True,0.0,0,0,0.9947,2.246,2.093,1.157,0.0728,0.005,1.0,2.038,2.038,1.0,0.0,21.967
babelstream,baremetal,,2,sync,03,2,True,0.0,0,0,0.9948,2.247,2.095,1.157,0.0726,0.005,1.0,2.038,2.038,1.0,0.0,21.966
babelstream,baremetal,,2,sync,04,2,True,0.0,0,0,0.9947,2.245,2.093,1.157,0.0728,0.005,1.0,2.038,2.038,1.0,0.0,21.966
babelstream,baremetal,,4,sync,00,4,True,0.001,0,0,0.9961,5.032,4.458,1.189,0.0625,0.012,1.0,3.976,3.976,1.005,0.0021,42.865
babelstream,baremetal,,4,sync,01,4,True,0.001,0,0,0.989,6.066,4.681,1.3,0.1053,0.014,1.0,3.957,3.948,1.005,0.0024,42.662
babelstream,baremetal,,4,sync,02,4,True,0.002,0,0,0.9981,5.249,4.862,1.111,0.0434,0.013,1.0,3.957,3.957,1.005,0.0021,42.661
babelstream,baremetal,,4,sync,03,4,True,0.001,0,0,0.9989,5.205,5.002,1.097,0.0332,0.012,1.0,3.957,3.957,1.0,0.0,42.659
babelstream,baremetal,,4,sync,04,4,True,0.001,0,0,0.9991,4.473,4.167,1.074,0.0303,0.011,1.0,3.976,3.957,1.005,0.0021,42.864
babelstream,baremetal,,8,stagger,20,8,True,14.018,0,0,0.9934,8.239,7.952,1.284,0.0814,0.02,0.9883,6.739,6.569,1.371,0.1086,72.649
babelstream,baremetal,,8,stagger,21,8,True,14.026,0,0,0.9844,8.808,8.035,1.502,0.1257,0.021,0.9882,6.755,6.579,1.374,0.1094,72.822
babelstream,baremetal,,8,stagger,22,8,True,14.008,0,0,0.9916,8.602,8.287,1.326,0.0921,0.021,0.9886,6.741,6.577,1.366,0.1072,72.674
babelstream,baremetal,,8,stagger,23,8,True,14.02,0,0,0.9942,8.315,7.834,1.274,0.0762,0.02,0.9884,6.761,6.597,1.37,0.1081,72.883
babelstream,baremetal,,8,stagger,24,8,True,14.011,0,0,0.9846,9.402,8.074,1.544,0.125,0.022,0.9883,6.741,6.578,1.372,0.1089,72.672
babelstream,baremetal,,8,stagger0p009,30,8,True,0.065,0,0,0.9942,10.045,9.29,1.256,0.0766,0.024,1.0,7.81,7.79,1.017,0.005,84.196
babelstream,baremetal,,8,stagger0p009,31,8,True,0.085,0,0,0.9993,8.988,8.675,1.075,0.0272,0.021,1.0,7.806,7.789,1.014,0.0042,84.149
babelstream,baremetal,,8,stagger0p009,32,8,True,0.085,0,0,0.9976,10.452,9.543,1.154,0.0486,0.025,1.0,7.808,7.789,1.009,0.0025,84.176
babelstream,baremetal,,8,stagger0p019,30,8,True,0.148,0,0,0.9945,10.812,9.066,1.223,0.0741,0.026,1.0,7.787,7.76,1.016,0.0049,83.946
babelstream,baremetal,,8,stagger0p019,31,8,True,0.149,0,0,0.9994,10.524,10.025,1.07,0.0243,0.025,1.0,7.768,7.757,1.009,0.0037,83.74
babelstream,baremetal,,8,stagger0p019,32,8,True,0.126,0,0,0.9987,11.018,9.975,1.141,0.0366,0.026,1.0,7.767,7.742,1.009,0.0027,83.734
babelstream,baremetal,,8,stagger0p037,30,8,True,0.253,0,0,0.993,10.116,9.2,1.279,0.0842,0.024,0.9999,7.755,7.729,1.033,0.0122,83.602
babelstream,baremetal,,8,stagger0p037,31,8,True,0.275,0,0,0.9968,10.139,9.026,1.187,0.0563,0.024,0.9998,7.754,7.729,1.036,0.014,83.592
babelstream,baremetal,,8,stagger0p037,32,8,True,0.255,0,0,0.998,10.306,9.803,1.155,0.0444,0.025,0.9999,7.73,7.705,1.018,0.0071,83.334
babelstream,baremetal,,8,stagger0p075,30,8,True,0.525,0,0,0.9931,10.968,8.891,1.284,0.0836,0.026,0.9997,7.708,7.684,1.054,0.0182,83.096
babelstream,baremetal,,8,stagger0p075,31,8,True,0.549,0,0,0.9965,10.534,9.417,1.192,0.0593,0.025,0.9997,7.708,7.672,1.048,0.0164,83.093
babelstream,baremetal,,8,stagger0p075,32,8,True,0.529,0,0,0.9971,9.832,9.27,1.185,0.0541,0.023,0.9996,7.706,7.672,1.065,0.0209,83.077
babelstream,baremetal,,8,stagger0p15,30,8,True,1.054,0,0,0.996,10.381,9.145,1.216,0.0631,0.025,0.9997,7.652,7.63,1.052,0.0175,82.493
babelstream,baremetal,,8,stagger0p15,31,8,True,1.054,0,0,0.9943,9.952,9.449,1.258,0.0758,0.024,0.9994,7.652,7.636,1.074,0.0241,82.494
babelstream,baremetal,,8,stagger0p15,32,8,True,1.053,0,0,0.9973,9.955,9.63,1.16,0.0518,0.024,0.9998,7.654,7.612,1.045,0.0155,82.514
babelstream,baremetal,,8,stagger0p5,30,8,True,3.509,0,0,0.9947,10.38,9.077,1.249,0.0731,0.025,0.9994,7.467,7.41,1.079,0.0241,80.496
babelstream,baremetal,,8,stagger0p5,31,8,True,3.508,0,0,0.998,9.753,9.421,1.153,0.0453,0.023,0.9994,7.466,7.43,1.079,0.0245,80.49
babelstream,baremetal,,8,stagger0p5,32,8,True,3.502,0,0,0.9927,10.435,8.832,1.345,0.0855,0.025,0.9994,7.464,7.414,1.078,0.0239,80.46
babelstream,baremetal,,8,sync,00,8,True,0.001,0,0,0.998,10.493,9.491,1.188,0.045,0.025,1.0,7.815,7.796,1.007,0.0026,84.245
babelstream,baremetal,,8,sync,01,8,True,0.002,0,0,0.9934,11.547,8.877,1.338,0.0815,0.028,1.0,7.814,7.795,1.012,0.004,84.24
babelstream,baremetal,,8,sync,02,8,True,0.001,0,0,0.9965,10.207,9.372,1.186,0.0597,0.024,1.0,7.795,7.777,1.007,0.0029,84.037
babelstream,baremetal,,8,sync,03,8,True,0.001,0,0,0.9972,9.488,8.965,1.179,0.0534,0.023,1.0,7.814,7.814,1.015,0.0049,84.234
babelstream,baremetal,,8,sync,04,8,True,0.002,0,0,0.9979,10.558,9.697,1.16,0.0457,0.025,1.0,7.815,7.815,1.007,0.0027,84.251
babelstream,baremetal_mps,,2,sync,00,2,True,0.0,0,0,0.9994,1.671,1.63,1.051,0.0247,0.004,1.0,1.904,1.904,1.0,0.0,20.137
babelstream,baremetal_mps,,2,sync,01,2,True,0.0,0,0,1.0,1.672,1.671,1.002,0.0008,0.004,1.0,1.904,1.894,1.01,0.0051,20.136
babelstream,baremetal_mps,,2,sync,02,2,True,0.0,0,0,1.0,1.994,1.991,1.003,0.0015,0.005,1.0,1.903,1.903,1.0,0.0,20.133
babelstream,baremetal_mps,,2,sync,03,2,True,0.0,0,0,1.0,1.994,1.991,1.003,0.0015,0.005,1.0,1.904,1.904,1.0,0.0,20.137
babelstream,baremetal_mps,,2,sync,04,2,True,0.0,0,0,1.0,1.67,1.669,1.001,0.0003,0.004,1.0,1.903,1.894,1.01,0.0051,20.134
babelstream,baremetal_mps,,4,sync,00,4,True,0.001,0,0,0.9936,3.594,3.59,1.196,0.0805,0.009,1.0,3.707,3.706,1.005,0.0023,39.21
babelstream,baremetal_mps,,4,sync,01,4,True,0.001,0,0,0.9999,3.331,3.306,1.018,0.008,0.008,1.0,3.706,3.697,1.005,0.0026,39.206
babelstream,baremetal_mps,,4,sync,02,4,True,0.021,0,0,1.0,3.983,3.978,1.003,0.0013,0.009,1.0,3.688,3.685,1.005,0.0021,39.008
babelstream,baremetal_mps,,4,sync,03,4,True,0.001,0,0,1.0,3.993,3.983,1.005,0.0016,0.01,1.0,3.688,3.688,1.0,0.0,39.008
babelstream,baremetal_mps,,4,sync,04,4,True,0.001,0,0,0.988,3.657,3.652,1.273,0.1102,0.009,1.0,3.706,3.706,1.005,0.0023,39.204
babelstream,baremetal_mps,,8,stagger,20,8,True,14.004,0,0,0.9828,6.595,5.936,1.459,0.1324,0.016,0.9905,6.275,6.107,1.335,0.0977,66.381
babelstream,baremetal_mps,,8,stagger,21,8,True,14.026,0,0,0.9899,5.732,5.313,1.372,0.1012,0.014,0.9884,6.269,6.101,1.372,0.1084,66.319
babelstream,baremetal_mps,,8,stagger,22,8,True,14.002,0,0,0.9854,6.219,5.831,1.415,0.1216,0.015,0.9885,6.256,6.098,1.369,0.1078,66.181
babelstream,baremetal_mps,,8,stagger,23,8,True,14.02,0,0,0.9845,6.243,5.584,1.46,0.1255,0.015,0.9881,6.254,6.1,1.375,0.1095,66.157
babelstream,baremetal_mps,,8,stagger,24,8,True,14.02,0,0,0.9855,6.253,5.458,1.462,0.1215,0.015,0.9881,6.257,6.099,1.376,0.1096,66.19
babelstream,baremetal_mps,,8,sync,00,8,True,0.002,0,0,0.9937,7.581,7.248,1.259,0.0795,0.018,1.0,7.309,7.3,1.008,0.0029,77.321
babelstream,baremetal_mps,,8,sync,01,8,True,0.001,0,0,0.9896,7.971,7.333,1.335,0.1026,0.019,1.0,7.31,7.301,1.011,0.0034,77.331
babelstream,baremetal_mps,,8,sync,02,8,True,0.002,0,0,0.9934,7.331,6.937,1.247,0.0814,0.017,1.0,7.291,7.29,1.011,0.0036,77.122
babelstream,baremetal_mps,,8,sync,03,8,True,0.002,0,0,0.9907,7.979,7.653,1.339,0.0967,0.019,1.0,7.29,7.28,1.008,0.0032,77.112
babelstream,baremetal_mps,,8,sync,04,8,True,0.002,0,0,0.9991,6.305,6.2,1.08,0.0296,0.015,1.0,7.31,7.309,1.005,0.0019,77.323
babelstream,gusto_am,,2,sync,00,2,True,0.0,0,0,0.9994,1.646,1.607,1.049,0.0239,0.004,1.0,1.783,1.783,1.0,0.0,21.764
babelstream,gusto_am,,2,sync,01,2,True,0.0,0,0,1.0,1.968,1.968,1.001,0.0003,0.005,1.0,1.783,1.783,1.0,0.0,21.765
babelstream,gusto_am,,2,sync,02,2,True,0.0,0,0,0.9994,1.651,1.613,1.049,0.024,0.004,1.0,1.783,1.783,1.0,0.0,21.768
babelstream,gusto_am,,2,sync,03,2,True,0.0,0,0,1.0,1.975,1.974,1.001,0.0004,0.005,1.0,1.783,1.783,1.0,0.0,21.762
babelstream,gusto_am,,2,sync,04,2,True,0.0,0,0,1.0,1.976,1.976,1.001,0.0003,0.005,1.0,1.783,1.783,1.0,0.0,21.764
babelstream,gusto_am,,4,sync,00,4,True,0.001,0,0,0.9926,3.633,3.615,1.214,0.0865,0.009,1.0,3.346,3.337,1.005,0.0025,40.841
babelstream,gusto_am,,4,sync,01,4,True,0.0,0,0,0.9974,3.236,3.072,1.109,0.0507,0.008,1.0,3.363,3.363,1.005,0.0021,41.048
babelstream,gusto_am,,4,sync,02,4,True,0.001,0,0,0.9882,3.62,3.612,1.271,0.1092,0.009,1.0,3.379,3.346,1.02,0.0071,41.249
babelstream,gusto_am,,4,sync,03,4,True,0.001,0,0,0.9994,3.306,3.222,1.052,0.024,0.008,0.9999,3.378,3.345,1.025,0.0096,41.236
babelstream,gusto_am,,4,sync,04,4,True,0.0,0,0,0.9973,3.236,3.075,1.111,0.0521,0.008,1.0,3.379,3.345,1.015,0.0064,41.243
babelstream,gusto_am,,8,stagger,20,8,True,14.027,0,0,0.9902,6.241,5.749,1.387,0.0997,0.015,0.9888,5.725,5.578,1.366,0.1063,69.881
babelstream,gusto_am,,8,stagger,21,8,True,14.013,0,0,0.9773,6.28,5.678,1.596,0.1526,0.015,0.9884,5.721,5.568,1.376,0.1085,69.833
babelstream,gusto_am,,8,stagger,22,8,True,13.994,0,0,0.9846,5.93,5.629,1.446,0.1249,0.014,0.9918,5.689,5.555,1.304,0.0911,69.448
babelstream,gusto_am,,8,stagger,23,8,True,14.003,0,0,0.9911,6.405,5.974,1.349,0.0947,0.015,0.9899,5.689,5.544,1.341,0.1011,69.443
babelstream,gusto_am,,8,stagger,24,8,True,14.018,0,0,0.9908,5.815,5.382,1.358,0.0965,0.014,0.99,5.704,5.576,1.339,0.1005,69.632
babelstream,gusto_am,,8,stagger0p009,30,8,True,0.085,0,0,0.9968,6.922,6.362,1.199,0.057,0.017,0.9998,6.583,6.496,1.045,0.0134,80.355
babelstream,gusto_am,,8,stagger0p009,31,8,True,0.065,0,0,0.9919,7.213,6.76,1.296,0.0905,0.017,0.9996,6.6,6.52,1.059,0.0196,80.559
babelstream,gusto_am,,8,stagger0p009,32,8,True,0.064,0,0,0.9883,6.962,6.906,1.258,0.1087,0.017,0.9998,6.598,6.516,1.036,0.0125,80.534
babelstream,gusto_am,,8,stagger0p019,30,8,True,0.127,0,0,0.9926,6.804,6.773,1.238,0.0864,0.016,0.9997,6.539,6.519,1.058,0.018,79.823
babelstream,gusto_am,,8,stagger0p019,31,8,True,0.127,0,0,0.9903,7.448,7.198,1.287,0.0992,0.018,0.9998,6.561,6.511,1.05,0.0154,80.083
babelstream,gusto_am,,8,stagger0p019,32,8,True,0.127,0,0,0.9994,6.151,6.002,1.071,0.0242,0.015,1.0,6.525,6.495,1.014,0.0044,79.649
babelstream,gusto_am,,8,stagger0p037,30,8,True,0.275,0,0,0.9954,7.243,6.681,1.252,0.0683,0.017,1.0,6.544,6.503,1.011,0.0035,79.878
babelstream,gusto_am,,8,stagger0p037,31,8,True,0.275,0,0,1.0,7.914,7.851,1.024,0.0071,0.019,0.9998,6.525,6.477,1.048,0.014,79.644
babelstream,gusto_am,,8,stagger0p037,32,8,True,0.275,0,0,0.996,7.549,7.105,1.197,0.0637,0.018,1.0,6.549,6.497,1.018,0.0053,79.947
babelstream,gusto_am,,8,stagger0p075,30,8,True,0.547,0,0,0.9905,7.414,7.109,1.293,0.0981,0.018,0.9997,6.512,6.495,1.054,0.0168,79.486
babelstream,gusto_am,,8,stagger0p075,31,8,True,0.526,0,0,0.9988,6.275,6.083,1.121,0.0349,0.015,0.9994,6.542,6.511,1.06,0.024,79.854
babelstream,gusto_am,,8,stagger0p075,32,8,True,0.549,0,0,0.9953,6.867,6.798,1.195,0.0684,0.016,1.0,6.542,6.502,1.02,0.0065,79.856
babelstream,gusto_am,,8,stagger0p15,30,8,True,1.057,0,0,0.998,6.308,5.824,1.135,0.045,0.015,0.9997,6.466,6.445,1.058,0.0182,78.925
babelstream,gusto_am,,8,stagger0p15,31,8,True,1.055,0,0,0.9945,6.821,6.241,1.23,0.0746,0.016,0.9995,6.477,6.445,1.068,0.0227,79.063
babelstream,gusto_am,,8,stagger0p15,32,8,True,1.056,0,0,0.9913,7.669,7.189,1.343,0.0937,0.018,0.9998,6.48,6.444,1.051,0.0156,79.101
babelstream,gusto_am,,8,stagger0p5,30,8,True,3.513,0,0,0.9927,7.119,6.737,1.273,0.0859,0.017,0.9994,6.364,6.298,1.079,0.0245,77.682
babelstream,gusto_am,,8,stagger0p5,31,8,True,3.516,0,0,0.9994,6.801,6.494,1.092,0.0255,0.016,0.9993,6.314,6.247,1.089,0.0269,77.069
babelstream,gusto_am,,8,stagger0p5,32,8,True,3.493,0,0,0.9992,6.674,6.364,1.101,0.0288,0.016,0.9994,6.299,6.251,1.081,0.0252,76.886
babelstream,gusto_am,,8,sync,00,8,True,0.001,0,0,0.9943,6.763,6.169,1.261,0.0758,0.016,0.9998,6.599,6.549,1.05,0.0157,80.549
babelstream,gusto_am,,8,sync,01,8,True,0.001,0,0,0.9965,7.195,6.341,1.223,0.059,0.017,1.0,6.581,6.523,1.018,0.0055,80.333
babelstream,gusto_am,,8,sync,02,8,True,0.002,0,0,0.9886,7.602,7.498,1.35,0.1072,0.018,0.9999,6.584,6.534,1.034,0.0116,80.368
babelstream,gusto_am,,8,sync,03,8,True,0.001,0,0,0.9977,6.566,6.243,1.122,0.0481,0.016,0.9998,6.617,6.559,1.045,0.0136,80.771
babelstream,gusto_am,,8,sync,04,8,True,0.002,0,0,0.9834,7.265,7.165,1.397,0.1298,0.017,0.9999,6.6,6.541,1.031,0.0118,80.563
babelstream,tcp,,2,sync,00,2,True,0.0,0,0,1.0,1.741,1.739,1.002,0.0012,0.005,1.0,1.932,1.932,1.0,0.0,29.085
babelstream,tcp,,2,sync,01,2,True,0.0,0,0,1.0,1.716,1.708,1.009,0.0045,0.005,1.0,1.973,1.967,1.007,0.0035,29.702
babelstream,tcp,,2,sync,02,2,True,0.0,0,0,0.9999,1.785,1.764,1.024,0.0119,0.005,0.9993,1.892,1.844,1.053,0.0257,28.47
babelstream,tcp,,2,sync,03,2,True,0.0,0,0,1.0,1.811,1.805,1.007,0.0037,0.005,0.9998,1.932,1.905,1.029,0.0142,29.08
babelstream,tcp,,2,sync,04,2,True,0.0,0,0,1.0,1.828,1.818,1.011,0.0054,0.005,0.9993,2.027,1.973,1.056,0.0274,30.507
babelstream,tcp,,4,sync,00,4,True,0.001,0,0,0.9928,3.566,3.307,1.252,0.0853,0.009,0.9961,3.433,3.378,1.16,0.0628,51.661
babelstream,tcp,,4,sync,01,4,True,0.001,0,0,0.9979,3.383,3.049,1.124,0.0459,0.009,0.9996,3.487,3.358,1.053,0.0195,52.478
babelstream,tcp,,4,sync,02,4,True,0.0,0,0,0.9997,3.184,3.067,1.049,0.0185,0.008,0.9999,3.716,3.689,1.026,0.0099,55.927
babelstream,tcp,,4,sync,03,4,True,0.001,0,0,0.9981,3.311,3.138,1.12,0.0441,0.009,0.9989,3.513,3.452,1.088,0.033,52.871
babelstream,tcp,,4,sync,04,4,True,0.001,0,0,0.9964,3.383,3.172,1.179,0.0597,0.009,0.9923,3.419,3.325,1.234,0.0882,51.462
babelstream,tcp,,8,stagger,20,8,True,14.027,0,0,0.993,5.652,5.288,1.278,0.0839,0.015,0.995,5.536,5.194,1.258,0.0712,83.317
babelstream,tcp,,8,stagger,21,8,True,14.016,0,0,0.99,5.909,5.52,1.358,0.1007,0.016,0.9902,5.978,5.58,1.326,0.0997,89.968
babelstream,tcp,,8,stagger,22,8,True,14.005,0,0,0.9923,5.422,5.223,1.294,0.0878,0.014,0.9886,5.283,4.953,1.35,0.1073,79.512
babelstream,tcp,,8,stagger,23,8,True,14.009,0,0,0.99,5.585,5.12,1.377,0.1005,0.015,0.9902,5.594,5.074,1.358,0.0994,84.19
babelstream,tcp,,8,stagger,24,8,True,14.016,0,0,0.9872,5.316,5.103,1.399,0.114,0.014,0.987,5.009,4.716,1.41,0.1146,75.384
babelstream,tcp,,8,sync,00,8,True,0.001,0,0,0.9999,5.944,5.763,1.036,0.0122,0.016,0.9996,6.487,6.379,1.06,0.0193,97.632
babelstream,tcp,,8,sync,01,8,True,0.021,0,0,0.9996,5.902,5.75,1.055,0.0191,0.016,0.9945,6.311,6.116,1.259,0.0742,94.98
babelstream,tcp,,8,sync,02,8,True,0.001,0,0,0.9997,5.96,5.743,1.049,0.0174,0.016,0.9984,6.473,6.318,1.111,0.0394,97.423
babelstream,tcp,,8,sync,03,8,True,0.001,0,0,0.9996,6.012,5.753,1.069,0.0194,0.016,0.9986,6.378,6.237,1.128,0.0378,95.997
babelstream,tcp,,8,sync,04,8,True,0.001,0,0,0.9955,6.321,5.861,1.218,0.0674,0.017,0.9948,6.689,6.203,1.241,0.0725,100.673
babelstream,tcp,final,2,sync,00,2,True,0.0,0,0,1.0,1.741,1.739,1.002,0.0012,0.005,1.0,1.932,1.932,1.0,0.0,29.085
babelstream,tcp,final,2,sync,01,2,True,0.0,0,0,1.0,1.716,1.708,1.009,0.0045,0.005,1.0,1.973,1.967,1.007,0.0035,29.702
babelstream,tcp,final,2,sync,02,2,True,0.0,0,0,0.9999,1.785,1.764,1.024,0.0119,0.005,0.9993,1.892,1.844,1.053,0.0257,28.47
babelstream,tcp,final,2,sync,03,2,True,0.0,0,0,1.0,1.811,1.805,1.007,0.0037,0.005,0.9998,1.932,1.905,1.029,0.0142,29.08
babelstream,tcp,final,2,sync,04,2,True,0.0,0,0,1.0,1.828,1.818,1.011,0.0054,0.005,0.9993,2.027,1.973,1.056,0.0274,30.507
babelstream,tcp,final,4,sync,00,4,True,0.001,0,0,0.9928,3.566,3.307,1.252,0.0853,0.009,0.9961,3.433,3.378,1.16,0.0628,51.661
babelstream,tcp,final,4,sync,01,4,True,0.001,0,0,0.9979,3.383,3.049,1.124,0.0459,0.009,0.9996,3.487,3.358,1.053,0.0195,52.478
babelstream,tcp,final,4,sync,02,4,True,0.0,0,0,0.9997,3.184,3.067,1.049,0.0185,0.008,0.9999,3.716,3.689,1.026,0.0099,55.927
babelstream,tcp,final,4,sync,03,4,True,0.001,0,0,0.9981,3.311,3.138,1.12,0.0441,0.009,0.9989,3.513,3.452,1.088,0.033,52.871
babelstream,tcp,final,4,sync,04,4,True,0.001,0,0,0.9964,3.383,3.172,1.179,0.0597,0.009,0.9923,3.419,3.325,1.234,0.0882,51.462
babelstream,tcp,final,8,stagger,20,8,True,14.027,0,0,0.993,5.652,5.288,1.278,0.0839,0.015,0.995,5.536,5.194,1.258,0.0712,83.317
babelstream,tcp,final,8,stagger,21,8,True,14.016,0,0,0.99,5.909,5.52,1.358,0.1007,0.016,0.9902,5.978,5.58,1.326,0.0997,89.968
babelstream,tcp,final,8,stagger,22,8,True,14.005,0,0,0.9923,5.422,5.223,1.294,0.0878,0.014,0.9886,5.283,4.953,1.35,0.1073,79.512
babelstream,tcp,final,8,stagger,23,8,True,14.009,0,0,0.99,5.585,5.12,1.377,0.1005,0.015,0.9902,5.594,5.074,1.358,0.0994,84.19
babelstream,tcp,final,8,stagger,24,8,True,14.016,0,0,0.9872,5.316,5.103,1.399,0.114,0.014,0.987,5.009,4.716,1.41,0.1146,75.384
babelstream,tcp,final,8,sync,00,8,True,0.001,0,0,0.9999,5.944,5.763,1.036,0.0122,0.016,0.9996,6.487,6.379,1.06,0.0193,97.632
babelstream,tcp,final,8,sync,01,8,True,0.021,0,0,0.9996,5.902,5.75,1.055,0.0191,0.016,0.9945,6.311,6.116,1.259,0.0742,94.98
babelstream,tcp,final,8,sync,02,8,True,0.001,0,0,0.9997,5.96,5.743,1.049,0.0174,0.016,0.9984,6.473,6.318,1.111,0.0394,97.423
babelstream,tcp,final,8,sync,03,8,True,0.001,0,0,0.9996,6.012,5.753,1.069,0.0194,0.016,0.9986,6.378,6.237,1.128,0.0378,95.997
babelstream,tcp,final,8,sync,04,8,True,0.001,0,0,0.9955,6.321,5.861,1.218,0.0674,0.017,0.9948,6.689,6.203,1.241,0.0725,100.673
babelstream,tcp,modoff,2,sync,00,2,True,0.0,0,0,1.0,1.634,1.623,1.013,0.0066,0.004,0.9987,1.611,1.556,1.074,0.0357,41.289
babelstream,tcp,modoff,2,sync,01,2,True,0.0,0,0,1.0,1.666,1.661,1.007,0.0033,0.004,1.0,1.548,1.544,1.005,0.0026,39.663
babelstream,tcp,modoff,2,sync,02,2,True,0.0,0,0,1.0,1.679,1.67,1.011,0.0055,0.004,0.9945,1.484,1.381,1.161,0.0747,38.045
babelstream,tcp,modoff,2,sync,03,2,True,0.0,0,0,0.9999,1.714,1.699,1.018,0.0089,0.004,0.9985,1.58,1.52,1.082,0.0392,40.482
babelstream,tcp,modoff,2,sync,04,2,True,0.0,0,0,1.0,1.67,1.666,1.005,0.0023,0.004,0.9981,1.619,1.552,1.091,0.0435,41.495
babelstream,tcp,modoff,4,sync,00,4,True,0.001,0,0,0.9759,4.219,3.682,1.447,0.1571,0.011,0.9852,3.024,2.782,1.356,0.1224,77.508
babelstream,tcp,modoff,4,sync,01,4,True,0.021,0,0,0.9837,4.028,3.559,1.323,0.1286,0.01,0.9905,3.087,2.877,1.271,0.098,79.111
babelstream,tcp,modoff,4,sync,02,4,True,0.001,0,0,0.9847,4.098,3.357,1.426,0.1246,0.01,0.981,2.953,2.755,1.404,0.1391,75.685
babelstream,tcp,modoff,4,sync,03,4,True,0.001,0,0,0.9934,3.834,3.269,1.259,0.0818,0.01,0.994,2.81,2.595,1.229,0.0775,72.008
babelstream,tcp,modoff,4,sync,04,4,True,0.001,0,0,0.9964,3.505,3.294,1.148,0.0598,0.009,0.9887,2.834,2.707,1.293,0.1069,72.624
babelstream,tcp,modoff,8,stagger,20,8,True,14.01,0,0,0.9752,7.434,6.352,1.656,0.1594,0.019,0.9682,4.71,4.368,1.692,0.1813,120.699
babelstream,tcp,modoff,8,stagger,21,8,True,14.02,0,0,0.9829,6.529,5.938,1.519,0.1318,0.016,0.9575,4.468,4.31,1.757,0.2106,114.512
babelstream,tcp,modoff,8,stagger,22,8,True,14.018,0,0,0.9627,7.364,6.062,1.819,0.1969,0.018,0.953,4.57,4.268,1.786,0.2221,117.123
babelstream,tcp,modoff,8,stagger,23,8,True,14.022,0,0,0.9616,8.308,6.049,1.98,0.1998,0.021,0.9721,4.363,3.807,1.644,0.1694,111.807
babelstream,tcp,modoff,8,stagger,24,8,True,13.992,0,0,0.971,7.277,5.491,1.719,0.1728,0.018,0.9522,4.551,4.13,1.877,0.224,116.628
babelstream,tcp,modoff,8,sync,00,8,True,0.021,0,0,0.9951,7.155,6.357,1.253,0.0701,0.018,0.9874,5.573,5.33,1.401,0.1128,142.821
babelstream,tcp,modoff,8,sync,01,8,True,0.001,0,0,0.9969,7.009,6.281,1.186,0.0556,0.017,0.9923,5.39,5.156,1.298,0.0883,138.148
babelstream,tcp,modoff,8,sync,02,8,True,0.021,0,0,0.9849,7.754,6.59,1.407,0.1239,0.019,0.9861,5.358,5.064,1.383,0.1187,137.311
babelstream,tcp,modoff,8,sync,03,8,True,0.002,0,0,0.9978,6.792,6.091,1.14,0.0467,0.017,0.9978,5.279,5.08,1.159,0.0466,135.291
babelstream,tcp,modoff,8,sync,04,8,True,0.001,0,0,0.9953,6.968,6.489,1.221,0.069,0.017,0.9911,5.033,4.902,1.318,0.0948,128.991
babelstream,ucx_host_rma,,2,sync,00,2,True,0.0,0,0,0.9994,1.66,1.621,1.05,0.0243,0.004,1.0,1.8,1.791,1.009,0.0047,21.968
babelstream,ucx_host_rma,,2,sync,01,2,True,0.0,0,0,1.0,1.984,1.981,1.002,0.0012,0.005,1.0,1.816,1.808,1.009,0.0046,22.169
babelstream,ucx_host_rma,,2,sync,02,2,True,0.0,0,0,1.0,1.975,1.973,1.001,0.0006,0.005,1.0,1.8,1.8,1.0,0.0,21.972
babelstream,ucx_host_rma,,2,sync,03,2,True,0.0,0,0,1.0,1.982,1.981,1.001,0.0006,0.005,1.0,1.8,1.8,1.0,0.0,21.968
babelstream,ucx_host_rma,,2,sync,04,2,True,0.0,0,0,1.0,1.982,1.981,1.001,0.0006,0.005,1.0,1.799,1.799,1.0,0.0,21.968
babelstream,ucx_host_rma,,4,sync,00,4,True,0.001,0,0,0.9995,3.315,3.241,1.047,0.0223,0.008,1.0,3.379,3.37,1.01,0.0041,41.245
babelstream,ucx_host_rma,,4,sync,01,4,True,0.0,0,0,1.0,3.969,3.965,1.003,0.0011,0.01,1.0,3.462,3.445,1.01,0.0048,42.266
babelstream,ucx_host_rma,,4,sync,02,4,True,0.0,0,0,0.9845,3.632,3.625,1.314,0.1256,0.009,1.0,3.428,3.412,1.01,0.0034,41.852
babelstream,ucx_host_rma,,4,sync,03,4,True,0.001,0,0,0.9999,3.322,3.315,1.026,0.0106,0.008,1.0,3.428,3.412,1.01,0.0035,41.851
babelstream,ucx_host_rma,,4,sync,04,4,True,0.0,0,0,1.0,3.974,3.973,1.003,0.001,0.01,1.0,3.428,3.428,1.005,0.0021,41.852
