routine,payload_bytes,rt_us,server_us
cudaGetDevice,0,55,0
cudaGetDevice,0,54,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,64,0
cudaGetLastError,0,52,0
cudaGetDevice,0,62,0
cudaGetDevice,0,59,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,272,61,0
cudaGetLastError,0,53,0
cudaGetDevice,0,58,0
cudaGetDevice,0,59,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,51,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,56,0
cudaGetDevice,0,59,0
cudaLaunchKernel,272,62,0
cudaGetLastError,0,52,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,51,0
cudaGetLastError,0,50,0
cudaLaunchKernel,164,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,58,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,57,0
cudaGetDevice,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,54,0
cudaGetLastError,0,52,0
cudaLaunchKernel,164,59,0
cudaGetDevice,0,57,0
cudaLaunchKernel,252,64,0
cudaGetLastError,0,52,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaGetDevice,0,54,0
cudaGetDevice,0,13719,0
cudaGetDevice,0,114,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,129,0
cudaGetDevice,0,57,0
cudaLaunchKernel,264,77,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetDevice,0,90,0
cudaLaunchKernel,84,62,0
cudaGetLastError,0,53,0
cudaGetLastError,0,49,0
cudaGetLastError,0,56,0
cudaGetDevice,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,63,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,74,0
cudaLaunchKernel,216,101,0
cudaGetLastError,0,74,0
cudaGetDevice,0,75,0
cudaLaunchKernel,272,1273,0
cudaGetLastError,0,1106,0
cudaGetDevice,0,66,0
cudaGetDevice,0,64,0
cudaGetDevice,0,162,0
cudaLaunchKernel,128,72,0
cudaGetLastError,0,49,0
cudaGetDevice,0,57,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,58,0
cudaGetDevice,0,57,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,272,67,0
cudaGetLastError,0,49,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,59,0
cudaLaunchKernel,216,64,0
cudaGetLastError,0,53,0
cudaGetLastError,0,53,0
cudaLaunchKernel,164,63,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,66,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,68,0
cudaLaunchKernel,216,64,0
cudaGetLastError,0,63,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,57,0
cudaGetDevice,0,60,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaLaunchKernel,164,61,0
cudaGetDevice,0,55,0
cudaLaunchKernel,252,63,0
cudaGetLastError,0,52,0
cudaGetLastError,0,56,0
cudaGetDevice,0,54,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaGetDevice,0,58,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,53,0
cudaGetDevice,0,54,0
cudaLaunchKernel,264,64,0
cudaGetLastError,0,54,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,84,60,0
cudaGetLastError,0,63,0
cudaGetLastError,0,53,0
cudaGetLastError,0,52,0
cudaGetDevice,0,58,0
cudaGetDevice,0,59,0
cudaGetDevice,0,52,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,54,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,54,0
cudaGetDevice,0,55,0
cudaLaunchKernel,272,59,0
cudaGetLastError,0,51,0
cudaGetDevice,0,54,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,50,0
cudaGetDevice,0,63,0
cudaGetDevice,0,52,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,54,0
cudaGetDevice,0,59,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,54,0
cudaLaunchKernel,272,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,54,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,15063,0
cudaGetLastError,0,95,0
cudaGetLastError,0,124,0
cudaLaunchKernel,164,78,0
cudaGetLastError,0,54,0
cudaGetDevice,0,59,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,90,0
cudaGetDevice,0,57,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,58,0
cudaGetLastError,0,48,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,54,0
cudaGetDevice,0,59,0
cudaGetDevice,0,59,0
cudaLaunchKernel,216,83,0
cudaGetLastError,0,95,0
cudaGetLastError,0,67,0
cudaLaunchKernel,164,72,0
cudaGetDevice,0,1133,0
cudaLaunchKernel,252,1121,0
cudaGetLastError,0,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,108,0
cudaGetDevice,0,63,0
cudaGetDevice,0,53,0
cudaGetDevice,0,56,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,54,0
cudaGetDevice,0,54,0
cudaLaunchKernel,264,67,0
cudaGetLastError,0,53,0
cudaGetLastError,0,52,0
cudaGetDevice,0,61,0
cudaLaunchKernel,84,63,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaGetDevice,0,54,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,67,0
cudaGetLastError,0,49,0
cudaGetDevice,0,58,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,55,0
cudaGetDevice,0,56,0
cudaLaunchKernel,272,62,0
cudaGetLastError,0,51,0
cudaGetDevice,0,56,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,55,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,72,0
cudaGetLastError,0,49,0
cudaGetDevice,0,71,0
cudaGetDevice,0,53,0
cudaGetDevice,0,63,0
cudaLaunchKernel,128,64,0
cudaGetLastError,0,53,0
cudaGetDevice,0,58,0
cudaGetDevice,0,60,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,272,60,0
cudaGetLastError,0,57,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,55,0
cudaGetDevice,0,52,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,51,0
cudaGetLastError,0,53,0
cudaLaunchKernel,164,63,0
cudaGetLastError,0,56,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,53,0
cudaGetLastError,0,53,0
cudaGetDevice,0,61,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaGetDevice,0,58,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaLaunchKernel,164,60,0
cudaGetDevice,0,56,0
cudaLaunchKernel,252,66,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaGetDevice,0,53,0
cudaGetDevice,0,58,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,53,0
cudaGetDevice,0,56,0
cudaLaunchKernel,264,63,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,84,59,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,59,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,65,0
cudaGetLastError,0,56,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,184,76,0
cudaGetLastError,0,15125,0
cudaGetLastError,0,116,0
cudaGetDevice,0,126,0
cudaLaunchKernel,184,74,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,52,0
cudaLaunchKernel,208,111,0
cudaGetLastError,0,54,0
cudaGetLastError,0,51,0
cudaGetDevice,0,54,0
cudaLaunchKernel,272,70,0
cudaGetLastError,0,50,0
cudaGetDevice,0,58,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,63,0
cudaGetLastError,0,54,0
cudaGetDevice,0,75,0
cudaGetDevice,0,96,0
cudaLaunchKernel,216,83,0
cudaGetLastError,0,69,0
cudaGetDevice,0,1198,0
cudaGetDevice,0,1268,0
cudaGetDevice,0,65,0
cudaLaunchKernel,128,64,0
cudaGetLastError,0,124,0
cudaGetDevice,0,60,0
cudaGetDevice,0,53,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,54,0
cudaGetDevice,0,58,0
cudaLaunchKernel,272,61,0
cudaGetLastError,0,54,0
cudaGetDevice,0,65,0
cudaLaunchKernel,128,63,0
cudaGetLastError,0,54,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,64,0
cudaGetLastError,0,52,0
cudaGetLastError,0,51,0
cudaMemcpyAsync,37,287,0
cudaStreamSynchronize,8,62,0
cudaStreamSynchronize,8,56,0
cudaStreamSynchronize,8,51,0
cudaGetDevice,0,56,0
cudaMemcpyAsync,8228,66,0
cudaStreamSynchronize,8,56,0
cudaStreamSynchronize,8,55,0
cudaGetDevice,0,58,0
cudaMemcpyAsync,40,54,0
cudaStreamSynchronize,8,54,0
cudaStreamSynchronize,8,54,0
cudaGetDevice,0,57,0
cudaMemcpyAsync,44,55,0
cudaStreamSynchronize,8,55,0
cudaStreamSynchronize,8,55,0
cudaGetDevice,0,57,0
cudaMemcpyAsync,44,54,0
cudaStreamSynchronize,8,56,0
cudaStreamSynchronize,8,51,0
cudaGetDevice,0,59,0
cudaMemcpyAsync,548,53,0
cudaStreamSynchronize,8,55,0
cudaStreamSynchronize,8,53,0
cudaGetDevice,0,58,0
cudaMemcpyAsync,40,52,0
cudaStreamSynchronize,8,56,0
cudaGetDevice,0,56,0
cudaGetDevice,0,53,0
cudaLaunchKernel,272,65,0
cudaGetLastError,0,55,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,51,0
cudaGetDevice,0,60,0
cudaGetDevice,0,53,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,51,0
cudaGetLastError,0,51,0
cudaLaunchKernel,164,63,0
cudaGetLastError,0,54,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,52,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,64,0
cudaGetLastError,0,50,0
cudaGetDevice,0,65,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,54,0
cudaGetLastError,0,51,0
cudaLaunchKernel,164,61,0
cudaGetDevice,0,54,0
cudaLaunchKernel,252,64,0
cudaGetLastError,0,51,0
cudaGetLastError,0,54,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaGetDevice,0,52,0
cudaGetDevice,0,54,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,57,0
cudaGetDevice,0,51,0
cudaLaunchKernel,264,71,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,84,60,0
cudaGetLastError,0,55,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaGetDevice,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,58,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,59,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,13966,0
cudaGetDevice,0,126,0
cudaLaunchKernel,272,143,0
cudaGetLastError,0,55,0
cudaGetDevice,0,58,0
cudaGetDevice,0,58,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,95,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,55,0
cudaGetDevice,0,57,0
cudaGetDevice,0,59,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,66,0
cudaGetLastError,0,52,0
cudaGetDevice,0,71,0
cudaGetDevice,0,88,0
cudaLaunchKernel,216,81,0
cudaGetLastError,0,73,0
cudaGetDevice,0,1279,0
cudaLaunchKernel,272,1187,0
cudaGetLastError,0,63,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,179,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,67,0
cudaGetLastError,0,50,0
cudaGetLastError,0,51,0
cudaLaunchKernel,164,63,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,54,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetDevice,0,59,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,61,0
cudaGetDevice,0,52,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,53,0
cudaGetLastError,0,54,0
cudaLaunchKernel,164,62,0
cudaGetDevice,0,63,0
cudaLaunchKernel,252,63,0
cudaGetLastError,0,52,0
cudaGetLastError,0,60,0
cudaGetDevice,0,56,0
cudaGetDevice,0,68,0
cudaGetDevice,0,55,0
cudaGetDevice,0,58,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,264,69,0
cudaGetLastError,0,55,0
cudaGetLastError,0,52,0
cudaGetDevice,0,54,0
cudaLaunchKernel,84,62,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetLastError,0,52,0
cudaGetDevice,0,57,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,64,0
cudaGetLastError,0,59,0
cudaGetDevice,0,53,0
cudaLaunchKernel,272,64,0
cudaGetLastError,0,51,0
cudaGetDevice,0,57,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,67,0
cudaGetLastError,0,55,0
cudaGetDevice,0,62,0
cudaGetDevice,0,52,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,63,0
cudaGetLastError,0,49,0
cudaGetDevice,0,59,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,59,0
cudaGetLastError,0,54,0
cudaGetDevice,0,55,0
cudaLaunchKernel,272,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,53,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,54,0
cudaGetLastError,0,55,0
cudaLaunchKernel,164,61,0
cudaGetLastError,0,51,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,55,0
cudaGetDevice,0,54,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,58,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,50,0
cudaGetLastError,0,14829,0
cudaLaunchKernel,164,117,0
cudaGetDevice,0,139,0
cudaLaunchKernel,252,64,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetDevice,0,59,0
cudaGetDevice,0,96,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,52,0
cudaGetDevice,0,55,0
cudaLaunchKernel,264,66,0
cudaGetLastError,0,52,0
cudaGetLastError,0,57,0
cudaGetDevice,0,55,0
cudaLaunchKernel,84,64,0
cudaGetLastError,0,52,0
cudaGetLastError,0,119,0
cudaGetLastError,0,71,0
cudaGetDevice,0,55,0
cudaGetDevice,0,93,0
cudaGetDevice,0,2111,0
cudaLaunchKernel,128,152,0
cudaGetLastError,0,56,0
cudaGetDevice,0,82,0
cudaGetDevice,0,90,0
cudaLaunchKernel,216,68,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,272,66,0
cudaGetLastError,0,50,0
cudaGetDevice,0,54,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,55,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,51,0
cudaGetDevice,0,54,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,51,0
cudaGetDevice,0,61,0
cudaGetDevice,0,52,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,272,60,0
cudaGetLastError,0,57,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,58,0
cudaGetLastError,0,61,0
cudaGetDevice,0,56,0
cudaGetDevice,0,65,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,53,0
cudaGetLastError,0,50,0
cudaLaunchKernel,164,62,0
cudaGetLastError,0,58,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,62,0
cudaGetDevice,0,60,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaGetDevice,0,58,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,53,0
cudaLaunchKernel,216,59,0
cudaGetLastError,0,53,0
cudaGetLastError,0,54,0
cudaLaunchKernel,164,62,0
cudaGetDevice,0,55,0
cudaLaunchKernel,252,61,0
cudaGetLastError,0,51,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,54,0
cudaGetDevice,0,54,0
cudaGetDevice,0,56,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,52,0
cudaGetDevice,0,55,0
cudaLaunchKernel,264,64,0
cudaGetLastError,0,56,0
cudaGetLastError,0,51,0
cudaGetDevice,0,57,0
cudaLaunchKernel,84,64,0
cudaGetLastError,0,50,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,58,0
cudaGetDevice,0,54,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,58,0
cudaLaunchKernel,272,58,0
cudaGetLastError,0,55,0
cudaGetDevice,0,59,0
cudaGetDevice,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,54,0
cudaGetDevice,0,57,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,53,0
cudaGetDevice,0,57,0
cudaGetDevice,0,54,0
cudaLaunchKernel,216,66,0
cudaGetLastError,0,49,0
cudaGetDevice,0,58,0
cudaLaunchKernel,272,15597,0
cudaGetLastError,0,100,0
cudaGetDevice,0,78,0
cudaLaunchKernel,128,141,0
cudaGetLastError,0,54,0
cudaGetDevice,0,63,0
cudaGetDevice,0,60,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,92,0
cudaGetLastError,0,52,0
cudaLaunchKernel,164,65,0
cudaGetLastError,0,52,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,64,0
cudaGetLastError,0,50,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,52,0
cudaGetLastError,0,71,0
cudaGetDevice,0,99,0
cudaLaunchKernel,128,79,0
cudaGetLastError,0,66,0
cudaGetDevice,0,1185,0
cudaGetDevice,0,1217,0
cudaLaunchKernel,216,74,0
cudaGetLastError,0,56,0
cudaGetLastError,0,106,0
cudaLaunchKernel,164,64,0
cudaGetDevice,0,65,0
cudaLaunchKernel,252,64,0
cudaGetLastError,0,53,0
cudaGetLastError,0,51,0
cudaGetDevice,0,54,0
cudaGetDevice,0,59,0
cudaGetDevice,0,54,0
cudaGetDevice,0,60,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,52,0
cudaGetDevice,0,55,0
cudaLaunchKernel,264,65,0
cudaGetLastError,0,53,0
cudaGetLastError,0,50,0
cudaGetDevice,0,54,0
cudaLaunchKernel,84,61,0
cudaGetLastError,0,51,0
cudaGetLastError,0,55,0
cudaGetLastError,0,51,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,53,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaLaunchKernel,216,63,0
cudaGetLastError,0,52,0
cudaGetDevice,0,62,0
cudaLaunchKernel,272,61,0
cudaGetLastError,0,61,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,52,0
cudaGetDevice,0,65,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,55,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,54,0
cudaGetDevice,0,56,0
cudaGetDevice,0,55,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetDevice,0,61,0
cudaLaunchKernel,272,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,63,0
cudaGetLastError,0,51,0
cudaGetDevice,0,55,0
cudaGetDevice,0,54,0
cudaLaunchKernel,216,59,0
cudaGetLastError,0,53,0
cudaGetLastError,0,50,0
cudaLaunchKernel,164,61,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,66,0
cudaGetLastError,0,52,0
cudaGetDevice,0,57,0
cudaGetDevice,0,60,0
cudaLaunchKernel,216,61,0
cudaGetLastError,0,52,0
cudaGetLastError,0,53,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,90,0
cudaGetDevice,0,60,0
cudaGetDevice,0,54,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,52,0
cudaGetLastError,0,52,0
cudaLaunchKernel,164,60,0
cudaGetDevice,0,54,0
cudaLaunchKernel,252,61,0
cudaGetLastError,0,57,0
cudaGetLastError,0,48,0
cudaGetDevice,0,58,0
cudaGetDevice,0,53,0
cudaGetDevice,0,55,0
cudaGetDevice,0,57,0
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,36,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,264,61,0
cudaGetLastError,0,52,0
cudaGetLastError,0,51,0
cudaGetDevice,0,59,0
cudaLaunchKernel,84,58,0
cudaGetLastError,0,52,0
cudaGetLastError,0,50,0
cudaGetLastError,0,51,0
cudaGetDevice,0,59,0
cudaGetDevice,0,51,0
cudaGetDevice,0,55,0
cudaLaunchKernel,128,60,0
cudaGetLastError,0,14343,0
cudaGetDevice,0,132,0
cudaGetDevice,0,127,0
cudaLaunchKernel,216,73,0
cudaGetLastError,0,52,0
cudaGetDevice,0,54,0
cudaLaunchKernel,272,62,0
cudaGetLastError,0,89,0
cudaGetDevice,0,56,0
cudaGetDevice,0,57,0
cudaGetDevice,0,54,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,56,0
cudaGetDevice,0,53,0
cudaGetDevice,0,58,0
cudaLaunchKernel,216,62,0
cudaGetLastError,0,53,0
cudaGetDevice,0,54,0
cudaGetDevice,0,104,0
cudaGetDevice,0,78,0
cudaLaunchKernel,128,61,0
cudaGetLastError,0,96,0
cudaGetDevice,0,2250,0
cudaGetDevice,0,187,0
cudaLaunchKernel,216,68,0
cudaGetLastError,0,109,0
cudaGetDevice,0,108,0
cudaLaunchKernel,272,66,0
cudaGetLastError,0,55,0
cudaGetDevice,0,53,0
cudaLaunchKernel,128,62,0
cudaGetLastError,0,52,0
cudaGetDevice,0,55,0
cudaGetDevice,0,53,0
cudaLaunchKernel,216,60,0
cudaGetLastError,0,55,0
cudaGetLastError,0,52,0
cudaLaunchKernel,164,64,0
cudaGetLastError,0,51,0
cudaGetDevice,0,56,0
cudaLaunchKernel,128,59,0
cudaGetLastError,0,53,0
cudaGetDevice,0,58,0
cudaGetDevice,0,56,0
cudaLaunchKernel,216,64,0
cudaGetLastError,0,47,0
cudaGetLastError,0,55,0
cudaGetDevice,0,57,0
